购买车型,购买地点,购买时间,购买裸车价（万元）,空间,动力,操控,能耗,舒适性,外观,内饰,性价比,购车目的1,购车目的2,购车目的3,购车目的4,汽车类型,最满意的一点,最不满意的一点
2015款 1.5T 双冠旗舰Plus版,嘉兴,2015年11月,14.68,4,5,4,5,5,5,4,5,上下班,购物,接送小孩,,DM,,
2015款 1.5T 双冠旗舰Plus版,长沙,2015年6月,15.68,5,5,4,5,5,4,5,4,上下班,接送小孩,跑长途,,DM,,
2015款 1.5T 双冠旗舰版,荆门,2016年3月,14.68,5,5,5,4,5,4,5,5,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰Plus版,上海,2016年2月,17.77,4,5,4,4,4,5,4,4,上下班,接送小孩,自驾游,,DM,车子起步快，操控也很稳。就是晚上全影倒车显示不是很清楚，希望清晰度有所改变。,就是后备箱太小了。就是16年2月份买的价钱要比从6月份买的贵1.4万元，希望能够退还给购车着。
2015款 1.5T 双冠旗舰Plus版,西安,2015年9月,15.38,4,5,5,5,5,4,4,5,上下班,购物,接送小孩,自驾游,DM,,
2015款 1.5T 双冠旗舰Plus版,长沙,2015年11月,15.68,4,5,5,5,4,5,5,5,上下班,购物,接送小孩,自驾游,DM,,
2015款 1.5T 双冠旗舰版,深圳,2015年10月,14.0,3,4,1,5,4,4,4,4,上下班,接送小孩,,,DM,全方位映像，倒车影像，多功能方向盘，安全性能好。,发动机介入感觉过硬，顿挫感太强。
2015款 1.5T 双冠旗舰Plus版,天津,2016年5月,21.98,4,5,5,5,5,5,5,5,上下班,自驾游,,,DM,配置很高端，油耗低，还能遥控行驶,没电的时候起步很肉，发动机声音超大
2015款 1.5T 双冠旗舰Plus版,上海,2016年3月,17.98,4,5,5,5,5,4,4,5,上下班,,,,DM,"省油,又很实用。",后备箱有点小，其他都很满意。
2015款 1.5T 双冠旗舰Plus版,广州,2015年5月,15.3,3,5,5,5,5,3,4,5,上下班,购物,接送小孩,自驾游,DM,纯电的安静，急加速的推背感，车内乘客的赞美,电量低于5%发动机的咆哮声和顿挫感
2015款 1.5T 双冠旗舰Plus版,深圳,2015年10月,14.0,3,5,4,5,5,4,4,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,石家庄,2015年9月,14.6,4,5,5,5,5,4,4,5,上下班,购物,,,DM,动力很凶猛，平时使用时无论是爬坡还是红绿灯的起步，都相当不错，很给力的感觉。,隔音的可以做的更好，现在在混动模式下行驶的时候，依然有些许杂音，不过不是很明显。
2015款 1.5T 双冠旗舰Plus版,沧州,2015年9月,14.67,5,5,4,5,5,4,5,4,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰Plus版,武汉,2015年9月,14.67,4,5,4,5,4,5,5,5,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰Plus版,内江,2015年9月,14.7,4,5,5,5,5,5,4,4,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰Plus版,上海,2015年9月,14.7,5,5,4,5,4,5,4,5,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰Plus版,苏州,2015年8月,15.82,4,5,5,5,5,4,4,5,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰Plus版,济宁,2015年9月,14.7,4,5,4,5,4,5,5,5,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰Plus版,呼和浩特,2015年5月,14.8,4,5,4,5,5,5,4,5,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰Plus版,深圳,2015年6月,14.38,4,5,5,3,4,4,4,4,上下班,购物,接送小孩,,DM,,
2015款 1.5T 双冠旗舰Plus版,上海,2015年12月,21.98,3,5,4,5,4,3,4,5,上下班,,,,DM,"功能很全: 360全景影像，定速巡航，座椅加热，后视镜后窗加热，ESP, 远程信息采集，综合防盗，底盘布局较合理，电动座椅, 胎压监控，仪表盘可以有多重风格。。。",HEV模式时2500转时，稍微加点油门就有较大的顿挫感
2015款 1.5T 双冠旗舰Plus版,深圳,2015年4月,21.98,4,3,4,3,3,3,3,3,跑长途,,,,DM,,
2015款 1.5T 双冠旗舰版,武汉,2015年9月,15.0,4,5,4,5,5,4,5,5,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰Plus版,保定,2015年8月,14.98,4,4,4,5,5,5,5,5,上下班,购物,,,DM,,
2015款 1.5T 双冠旗舰版,荆州,2015年11月,15.93,5,5,4,5,4,5,5,4,上下班,购物,接送小孩,,DM,,
2015款 1.5T 双冠旗舰Plus版,南昌,2015年10月,15.68,4,5,4,5,5,5,4,5,上下班,购物,接送小孩,,DM,,
2015款 1.5T 双冠旗舰版,铁岭,2015年11月,16.8,4,4,4,5,5,5,5,5,上下班,购物,接送小孩,,DM,和其他车友一样，我对秦的动力还是非常满意的，如果说我之前试驾唐感觉起步有点肉，那么秦完全就是飞一样的起步~,最不满意的就是底盘了，我虽然是汽车小白，但是这个底盘也太差劲了，我开起来感觉车都在飘，一到高速并线啥的时候我开的就很累了，感觉一直在偏移。
2015款 1.5T 双冠旗舰Plus版,长沙,2015年5月,14.7,4,5,4,5,5,5,5,4,上下班,购物,接送小孩,,DM,动力好，之前还担心电动车会不会太肉，但是开了秦之后我发现除了里程续航略少，秦和燃油车真没区别，油门踩到底起步还能超越红灯时旁边的车子。,混动模式车子的噪音比较大，尤其是下班路上听到简直心烦，不过市区也很少出现这种情况，按时充电就好。
2015款 1.5T 双冠旗舰版,南昌,2015年8月,14.97,4,5,4,5,5,5,5,4,上下班,购物,,,DM,秦的内饰让我挺惊喜的，说实话我之前看过同等价位的好几辆车，都感觉内饰欠了点火候，但是秦算是给我了一个惊喜，不说别的刚开始的一键启动复位，就让我十分满意了。,最不满意的就是噪音了，纯电模式很好很安静，可是一到电量不足的时候我就感觉发动机仿佛变成了一颗跳蛋，震动个没完没了。
2015款 1.5T 双冠旗舰Plus版,深圳,2015年7月,15.0,5,5,5,4,4,2,3,4,购物,接送小孩,自驾游,跑长途,DM,,
2015款 1.5T 双冠旗舰Plus版,北京,2015年5月,16.98,4,5,4,5,5,5,4,5,上下班,,,,DM,安全第一，配置第二，成本第三。电子手刹容易操作，无锁匙手机启动，油电双模式，纯电0油耗安静行驶。,空调出风口有味道，起码要五个月才能完全散去。
2015款 1.5T 双冠旗舰Plus版,深圳,2016年1月,15.2,4,5,4,5,4,5,5,5,上下班,自驾游,,,DM,可以充电的情况经济性和动力不错。电芯终身保修。,轮胎容易鼓包，轮毂容易变形和受伤，原车配备的轮胎比较小众。
2015款 1.5T 双冠旗舰Plus版,天津,2015年5月,21.98,4,5,5,5,5,5,4,5,购物,接送小孩,自驾游,,DM,动力，省油，云服务,中控后面没有出风口
2015款 1.5T 双冠旗舰Plus版,菏泽,2015年11月,15.9,4,5,4,5,5,5,4,5,上下班,购物,,,DM,动力不能再凶猛，足够甩普通燃油车几条街的了！纯电市区跑的话，轻松超越别的车，红绿灯第一毫无压力！,悬挂有点硬，过减速杠的时候车内震感明显，好在座椅比较柔软，屁股没觉得有特别不舒服的感觉
2015款 1.5T 双冠旗舰版,深圳,2015年10月,15.9,4,5,3,3,4,4,5,3,购物,自驾游,,,DM,,
2015款 1.5T 双冠旗舰Plus版,桂林,2015年11月,17.8,5,4,5,5,4,5,5,5,上下班,购物,接送小孩,,DM,空间挺宽敞没有压抑感，纯电动模式舒适性挺高，各方面都要比预期中性能更好一些。,电量低于5%混动模式下车里噪音有点大，动力明显下降！
2015款 1.5T 双冠旗舰Plus版,深圳,2015年6月,15.0,3,5,3,5,4,4,2,3,上下班,自驾游,跑长途,购物,DM,动力和油耗,各种异响
2015款 1.5T 双冠旗舰Plus版,深圳,2015年10月,14.3,4,5,5,5,4,4,4,4,上下班,接送小孩,自驾游,,DM,平时不烦油，全用电，使用成本很底，很满意的。,比亚迪的轮胎没用多久就鼓包。比亚迪对轮胎的质保还不如外面的小店，这个是最不满意的。
2015款 1.5T 双冠旗舰Plus版,南昌,2015年10月,15.3,3,5,4,5,5,4,4,4,自驾游,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,深圳,2015年12月,15.0,4,5,5,4,4,4,4,5,上下班,购物,接送小孩,自驾游,DM,混合动力，油电混用没电用油，响应国家环保，有条件就充电用。,目前本人的小区较老，即使在深圳，这种老旧小区改造没有计划，没有插板和充电桩，没有充电条件。
2015款 1.5T 双冠旗舰Plus版,西安,2016年3月,14.98,4,5,4,5,5,4,5,5,上下班,接送小孩,,,DM,,
2015款 1.5T 双冠旗舰Plus版,西安,2016年1月,14.68,4,5,4,4,5,5,4,5,上下班,购物,接送小孩,自驾游,DM,,
2015款 1.5T 双冠旗舰版,上海,2015年5月,20.5,3,4,4,5,4,3,3,3,上下班,,,,DM,,
2015款 1.5T 双冠旗舰版,深圳,2014年5月,14.8,4,5,3,5,4,5,3,5,上下班,自驾游,,,DM,,
2015款 1.5T 双冠旗舰Plus版,南京,2015年6月,15.48,3,5,4,5,5,5,5,5,上下班,接送小孩,自驾游,跑长途,DM,纯电的感觉好的无法形容。,后备箱小了，也没有合理的扩展方案
2015款 1.5T 双冠旗舰Plus版,上海,2015年9月,16.6,4,5,3,4,4,4,4,5,上下班,接送小孩,自驾游,,DM,动力完爆主流3.0T车型,就这个价位来看应该说比亚迪这几年的确有所进步，车无玩车，在内饰的装配和用料上可以在讲究点。
2015款 1.5T 双冠旗舰Plus版,深圳,2015年12月,10.61,4,5,3,5,4,4,4,4,上下班,,,,DM,上下班完全不用油，跑了1600公里，用了3升油,隔音效果不好，后副车架用的不是独立的，所以操控感不强
2015款 1.5T 双冠旗舰Plus版,上海,2015年8月,15.83,3,5,3,5,4,3,4,4,购物,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,上海,2015年11月,16.5,4,5,5,4,3,4,4,5,上下班,购物,接送小孩,自驾游,DM,纯电驾驶时，感觉极好！,没电时发动机介入，感觉极差！
2015款 1.5T 双冠旗舰Plus版,上海,2015年7月,15.83,4,5,3,3,4,3,4,4,上下班,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,深圳,2015年11月,14.5,4,5,4,5,4,4,4,4,上下班,购物,自驾游,,DM,省油、配置高、功能全,后备箱小啊，平时基本够用，买东西………………
2015款 1.5T 双冠旗舰版,绍兴,2015年12月,20.98,5,5,5,4,5,5,5,4,上下班,购物,自驾游,,DM,,
2015款 1.5T 双冠旗舰Plus版,上海,2015年11月,15.83,3,5,3,3,3,3,4,4,上下班,购物,自驾游,,DM,,
2015款 1.5T 双冠旗舰Plus版,上海,2015年9月,15.83,4,5,5,5,4,5,5,5,上下班,购物,接送小孩,自驾游,DM,内部的座椅真皮，还有橙色和黑色完美搭配！,中控屏幕的触感灵敏度太低，像素太差！
2015款 1.5T 双冠旗舰Plus版,上海,2015年6月,15.3,2,5,4,5,4,4,2,1,上下班,跑长途,赛车,接送小孩,DM,除了加速够快，其它的都算是主流水准！,后备箱因为有电池占据，所以真心小。
2015款 1.5T 双冠旗舰Plus版,上海,2015年5月,16.85,4,5,3,5,4,4,4,5,上下班,自驾游,,,DM,,
2015款 1.5T 双冠旗舰版,鄂尔多斯,2015年4月,15.0,3,4,4,1,3,3,5,3,上下班,,,,DM,提速,声音大，变速箱抽动大，电子调动确认后，从新启动车又恢复到出厂设置，尤其经销商，户都下不了，就把车卖我了。还给我开的假零牌，被扣了12分，造事故后，赔对方全部责任。过后经销商说:我卖车又不管上户。零牌是国家出的，从我哪里出肯定是假的，我又没权力出真的。扣份遭事，是你自己开的又不怪我。免不了税，是byd 总公司的事，又不是他经销商的事。买之前说的一切都没有问题，说的跟搞礼仪的主持人似得，
2015款 1.5T 双冠旗舰Plus版,西安,2015年9月,15.5,4,5,4,5,5,5,5,5,上下班,自驾游,商务接送,,DM,动力,后备箱空间
2015款 1.5T 双冠旗舰Plus版,西安,2015年11月,14.68,4,5,4,5,5,4,4,5,上下班,接送小孩,,,DM,,
2015款 1.5T 双冠旗舰Plus版,深圳,2015年9月,15.3,4,5,5,4,5,5,5,5,上下班,购物,自驾游,,DM,,
2015款 1.5T 双冠旗舰Plus版,天津,2015年10月,15.98,4,5,5,5,5,5,5,5,上下班,,,,DM,动力，动力，必须是动力！提速快，轻踩油门就可以了，尤其路口变绿灯的时候基本秒杀其他所有车辆。纯电行驶感觉最佳，上一辆车是大众捷达，与之相比秦纯电噪音可以忽略不记。节能环保，进加油站次数明显减少，省下不少银两，超长质保，终身免费更换电芯。真皮座椅舒适，座椅加热和通风很实用。,后备箱小，出门放不下什么东西。发动机启动噪音较大，但是跟别的车比也差不了多少。
2015款 1.5T 双冠旗舰Plus版,西安,2015年11月,15.0,3,5,5,5,4,3,4,3,商务接送,,,,DM,纯电行驶,没电油耗偏高    不支持快冲技术
2015款 1.5T 双冠旗舰Plus版,西安,2015年8月,14.68,4,5,5,5,5,4,4,5,上下班,购物,接送小孩,,DM,,
2015款 1.5T 双冠旗舰Plus版,深圳,2015年7月,15.8,4,5,4,5,3,3,4,5,上下班,购物,接送小孩,自驾游,DM,,
2015款 1.5T 双冠旗舰Plus版,深圳,2015年10月,14.38,3,5,3,4,4,4,4,3,上下班,购物,接送小孩,跑长途,DM,,
2015款 1.5T 双冠旗舰Plus版,深圳,2015年10月,14.2,4,5,4,4,5,5,5,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,南京,2015年6月,15.33,4,5,4,5,5,4,4,5,上下班,,,,DM,纯电行驶，省，很省，非常省！以前开1.4排量的合资车，每个月油费800块左右，现在一个月电费100块！,1在市区没电行驶的时候真的狠折磨人，2后备箱太小永远是秦的硬伤，3过弯的时候感觉很不好
2015款 1.5T 双冠旗舰Plus版,深圳,2015年9月,15.18,4,5,5,5,5,5,5,5,上下班,,,,DM,用电省，车内安静，配置高。,后备箱，要是白灯就好了，不会写那个字什么气??
2015款 1.5T 双冠旗舰Plus版,西安,2015年9月,14.53,5,5,4,5,5,5,5,4,上下班,购物,自驾游,,DM,,
2015款 1.5T 双冠旗舰Plus版,深圳,2015年7月,14.33,5,5,5,4,4,5,5,4,上下班,购物,接送小孩,自驾游,DM,,
2015款 1.5T 双冠旗舰Plus版,上海,2015年8月,15.83,4,5,5,5,4,4,4,5,上下班,,,,DM,省油,后备箱空间太小
2015款 1.5T 双冠旗舰Plus版,深圳,2015年6月,15.0,4,5,4,5,4,5,4,5,上下班,购物,接送小孩,自驾游,DM,,
2015款 1.5T 双冠旗舰Plus版,西安,2015年7月,15.68,4,5,5,4,5,5,5,5,上下班,,,,DM,,
2015款 1.5T 双冠旗舰Plus版,厦门,2015年8月,16.0,4,5,5,5,3,3,3,4,接送小孩,自驾游,拉货,,DM,功能多，动力好，省油！,外观内饰有点小气低档。做工有异响！
2015款 1.5T 双冠旗舰Plus版,西安,2015年9月,14.3,4,5,4,5,5,4,5,5,上下班,跑长途,,,DM,提速快，配置高,蜡烛灯太暗，后备箱确实小
2015款 1.5T 双冠旗舰Plus版,西安,2015年6月,14.68,5,5,5,5,5,5,5,5,自驾游,,,,DM,"可以纯电，低碳环保，充电方便,用车成本很低.","后排不能放倒,真心反人类。"
2015款 1.5T 双冠旗舰Plus版,深圳,2015年8月,16.0,2,3,3,3,3,4,3,4,上下班,购物,自驾游,跑长途,DM,省能源,后备箱空间小。馈电时低速难开
2015款 1.5T 双冠旗舰Plus版,上海,2015年7月,15.83,4,5,5,3,4,5,5,5,上下班,购物,接送小孩,,DM,车样子好看,车的问题很多 先是在高速上冲满电的情况下挂EV模式会自动转HEV就等于全程用油，因为老是强行切换，去4S店售后说要在路上慢慢的跑才能知道是什么问题呢，在个车里有异响 去修了5次没有消除掉，售后人员最后拿刀把我车里的卡子割掉了 声音没有了 但是车里少了东西心里不舒服，新车就这样修的有点想不通 ，现在车发现了个大问题 ，我发现我车今天下班回家发动机在工作的时候，听到车下面有声音 好像是变速箱里 
2015款 1.5T 双冠旗舰Plus版,上海,2015年6月,16.68,4,5,5,5,5,5,5,5,上下班,购物,,,DM,必须是动力,后备箱放了电池，所以真的蛮小的
2015款 1.5T 双冠旗舰Plus版,青岛,2015年7月,15.33,2,5,4,1,4,4,4,4,上下班,自驾游,,,DM,噪音小，提速快，节能环保。,中空太容易落灰了，还难清理。
2015款 1.5T 双冠旗舰Plus版,杭州,2015年6月,16.7,3,5,4,5,4,4,4,4,上下班,接送小孩,自驾游,,DM,,
2015款 1.5T 双冠旗舰Plus版,西安,2015年7月,15.68,4,5,4,5,5,5,5,5,上下班,购物,接送小孩,自驾游,DM,配置高，,跑起来的时候方向有点稍重，要是能跟油助理的那样就太好了，另外右腿的膝部外侧靠的那块能设计成软的就好了，跑长途的时候靠的时间长了很痛，我没有开过别的车，不知道是不是都是那样。
2015款 1.5T 双冠旗舰Plus版,上海,2015年6月,16.68,4,5,3,3,3,4,4,3,上下班,购物,接送小孩,自驾游,DM,提速快，功能强大，云服务不错,车型比较小，不算高端大气，后备箱有点小，放不了什么东西
