购买车型,购买地点,购买经销商,购买时间,购买裸车价,空间,动力,操控,能耗,舒适性,外观,内饰,性价比,购车目的1,购车目的2,购车目的3,购车目的4,口碑
秦                        2016款 秦EV300 尊荣型,北京 ?,鹏天奥比亚迪,2016年11月,18.00?万元                                补贴后,4,5,5,5,5,5,5,5,上下班,,,,【最满意的一点】绝对是配置高，比亚迪的车子一贯配置都很高，这一点应该差不多算公认了吧，这款车子配置上看，也延续了比亚迪一贯的风格，配置高级，让人非常有满足感【最不满意的一点】感觉挑刺挑不出来，那就暂时没有什么特别不满意吧【空间】有苦说不出，我188买车子好担心头部空间，这款车子的话不说有多么多么富余吧，刚刚好，我的要求就是不撞头，我觉得比我矮的人可以放心选【动力】车子动力性能非常稳定啊，一点顿挫感都没有，非常顺畅，加速也还可以，给力【操控】车子功能性很强，方向盘还可以单独设置转向力度，不同模式可以选，另外车子转向也确实表现没话说，很精准，行车记录仪也很实用，总体来说操控起来挺方便的【耗电量】耗电量还可以，充电也很快，上次开了70公里显示耗电量19％，感觉电池还经用【舒适性】虽然...
秦                        2016款 秦EV300 尊贵型,北京 ?,北京鑫敏恒汽车,2016年8月,15.98?万元                                补贴后,5,5,5,5,5,5,5,4,上下班,,,,【最满意的一点】360度全息影像，停车入位轻松简单。【最不满意的一点】前挡倾斜度较高，刹车、加速时小饰品东倒西歪。【空间】身高181CM，坐驾驶席感觉头与车顶的距离比较小，后排乘坐空间较大，完爆EU260，后备箱空间充足。【动力】官方宣传百公里加速7.9秒是真的。【操控】转向精准度不错，路面反馈清晰，减震尚可。【电耗】平均百公里15度电耗，比较满意。【舒适性】座椅偏硬，噪音很低，路上行车只能听到别的车的声音。【外观】外观很大气，新能源的蓝色标志要减分，想换掉。【内饰】用料做工尚可，新车暴晒一个月几乎没异味了。【性价比】性价比跟汽油车还是有差距，好在不限号。【为什么最终选择这款车？】比较了EU260、比亚迪E5和吉利帝豪，秦续航较高，方便，配置、内饰尚可，更像家用车。【...
秦                        2016款 秦EV300 豪华型,上海 ?浦东新区,上海华裕4S店,2016年6月,17.70?万元,5,5,5,5,5,5,5,5,上下班,商务接送,,,
秦                        2015款 1.5T 双冠旗舰Plus版,天津 ?,比亚迪津维瑞通,2015年9月,15.68?万元,5,5,5,5,5,5,5,5,购物,自驾游,,,【最满意的一点】动力强劲，每次红绿灯起步提速永远是一个，而且纯电行驶是非常安静【最不满意的一点】后排头部空间稍微有些小了，而且后排坐下三个人有点稍微挤，坐两个人还是没有问题的。【空间】空间：前排座椅非常舒服，180身高开这个车没有问题，并且主副驾驶都配有带有通风加热的电动座椅，还有电动方向盘，在上下车的时候方向盘和座椅都会移动，给驾驶员更多的空间。储物空间：后备箱里因为有电池，相比普通燃油车稍微有一些小，不过平时家用足够了【动力】动力：因为这款车是插电式混合动力汽车，除了1.5T的发动机之外，还有电动机，两个心脏同时发力，也就是调节到混动运动模式的时候，动力输出说来就来，基本秒杀马路上的30万以下汽车加速表现：切换到混动运动模式，0-100提速用时6秒多，...
秦                        2015款 1.5T 双冠旗舰Plus版,天津 ?,天津君华汽车,2015年7月,15.68?万元,5,5,5,5,5,5,5,5,上下班,购物,接送小孩,自驾游,【最满意的一点】最满意的地方就是他的动力，在油耗相对特别低的前提下还能做到动力强劲，是其他车所做不到的，看参数他的电机和发动机功率加起来相当于一台3.0T的发动机的动力，我开车十几年，自从买了秦之后，其他的车再也开不习惯了。【最不满意的一点】我最不满意的就是天空玻璃上为什么会有那么多小黑点点，晚上我想看星星的时候这些小黑点点有些影响视线，后来我猜测这可能是为了防晒，反正平时我也不怎么打开那个遮阳板，也就无所谓了。【空间】这辆车平时是我自己上下班用，基本都是我一个人开车乘坐空间：我180身高，驾驶座位头部还有一点空间，偶尔把头发吹的高一些可能会蹭到车顶，不过把天窗的遮阳板打开就没问题了，后排空间也能满足家庭使用。全家出游时：周末或假期的时候一家三口会自驾出游，后排坐...
秦                        2015款 1.5T 双冠旗舰版,天津 ?,比亚迪津维瑞通,2016年7月,14.98?万元,5,5,5,5,5,5,5,5,上下班,购物,接送小孩,自驾游,【最满意的一点】1.首先是动力：双擎混动，百公里加速5.9秒，起步足足秒杀任何同级车型！！那种推背感是别的车感受不到的2.纯电行驶几乎无噪音，开起来非常舒适3.尤其在拥堵的路况，切换成纯电模式，非常经济，算下来最便宜的时候可以到0.1元/公里！4.超高的配置：全景影像、遥控驾驶、无钥匙启动、云服务开空调等。5.因为我的儿子小名叫橙子，所以我选了活力橙的颜色，颜色非常鲜艳漂亮，不仅我个人喜欢，家人和孩子都非常满意【最不满意的一点】1.希望在寒冷的冬天里，纯电里程可以保持和夏天一样，哈哈，这一点确实有点难度2.车子比较长，后备箱空间略小一点，但是在后来产的秦80这个问题已经得以改善【空间】空间：虽然车的后备箱不是很大，但是完全可以满足日常需要，加上本人和家人的身材都是那么的苗...
秦                        2015款 1.5T 双冠旗舰版,天津 ?,比亚迪津维瑞通,2015年9月,20.98?万元,5,5,5,5,5,5,5,5,上下班,购物,自驾游,,【最满意的一点】油耗相当满意，每天上班来回25公里，所以纯电就够了，相当的节能，用车成本低，加一箱油用几个月。而且也不限号，开起来真的是很方便。【最不满意的一点】如果没电再加上堵车的时候，这时这车开起来就很难受了，而且油耗10个起，这时必须切换到运动模式，好在这种情况不是很多。【空间】我家没有特别高的，175左右，感觉正好，腿部空间也可以。平时也是一家人乘坐，5个人正好，4个人比较舒服。【动力】动力非常给力，百米5.9秒真不是吹的，一脚电门下去，反应很快，虽然坐上人2吨的重量，实际感觉还是很轻盈，超车根本就不叫事，纯电运动模式感觉更好。【操控】操控性没的说，运动模式开起来有赛车的感觉，真皮座椅包覆，高速上也没有发飘的感觉，如果想体验更好的操控，可以把ESP...
秦                        2015款 1.5T 双冠旗舰Plus版,杭州 ?,杭州保捷汽车,2016年9月,16.98?万元,5,5,4,5,5,4,5,5,上下班,购物,,,【最满意的一点】电动模式安静，没噪音，省油，起步加速超过路上80%的车型。配置很高，除了贴膜中级车的标准都具备了。360全景投影，对于新手来说很好用，自动大灯，前车雷达，实用。还有手机控制车辆空调。有事停车地点不熟悉，可以通过手机APP步行导航找到车停地点。【最不满意的一点】A柱在转弯或掉头严重影响视线。尾灯颗粒感让我抓狂，后备箱略小，中号行李箱能放。...
秦                        2015款 1.5T 双冠旗舰版,上海 ?,上海兴迪新能源,2016年9月,14.88?万元,5,5,5,5,4,5,4,5,上下班,,,,【最满意的一点】我个人对于秦的配置和价格是最满意的，首先配置齐全，一点都不比市面上现在常见的车型少了什么，其次是价格非常的合理，在我的预算之内【最不满意的一点】没有不满意的，这个配置和外观，单单是看一眼就能深深的爱上它【空间】空间总体来说是没有SUV那么大，但是好在设计的比较精巧，前排宽阔，后排宽松，不管是驾驶呢，还是乘坐，都不会感觉很拥挤，总的来说我个人还是很满意的【动力】动力这么来说吧，纯电动模式的话起步和加速是感觉没有用油的快，但是表现得非常的稳定，能够持续性的给车子充足的动力，不会抛锚，但是如果你给油的话，虽然是1.5T的，但是个人感觉下来丝毫不输2.0排量的车子【操控】操控上体验很轻松，不会觉得车子笨重而很难拐弯啊、倒车啊之类的，是指哪开哪的那种...
秦                        2015款 1.5T 双冠旗舰Plus版,上海 ?,上海富林比亚迪,2016年9月,15.28?万元,4,5,5,5,5,5,5,5,上下班,接送小孩,自驾游,,【最满意的一点】动力最满意的，比亚迪把在纸面上的油电混合模式动力运用到了车子上面，而且运用的炉火纯青，实际体验非常的好，希望国产车越来越好，加油【最不满意的一点】我感觉价格还是有些贵，不过还好有补贴，下来也在我的预算范围内了【空间】外面看起来车子整体车型不是很大，前低后高，不过车子底盘不是很高，在车子内部空间设计空间就能设计的很大，在里面也不拥挤，尤其是后排空间比前排能大差不多一半，就是后排的视野没有前排充足【动力】一般的话我喜欢用节能模式开，因为这个模式据说是最省能耗的，而且还是最不伤车的模式，不过如果要爬坡或者加速的话，换到其他模式你就能充分的体验到这个车子带给你强劲的动力表现，动力十足，一带你也不拖拉【操控】方向盘轻轻的很好打，不像有些车根本打不动，...
秦                        2015款 1.5T 双冠旗舰版,连云港 ?,2016年1月,20.82?万元,13.4?千瓦时/百公里6418?公里,4,5,5,5,5,5,5,5,上下班,购物,,,【最满意的一点】车子的动力性能很好的，一般情况下不会出现动力后续不足的情况，而且安全性能不错【最不满意的一点】车子的空间不算大，也就满足家用车的需要【空间】空间大小一般吧，因为它就是紧凑型车的范畴，一般三口之家用的话还是足够的。【动力】动力性能很强势，运动性能很好，起步和提速都很快的，可以很好的体验到驾驶的乐趣的，尤其是运动模式有着很好的推背感，油门轻踩【操控】操控性能绝对不错，比较好开的车，尤其是它的方向盘很是轻便灵活的，底盘调教的也很好，有着电动助力的方向盘还是比较好用的，我喜欢它的丰富的配置性能，这样的操控才是最省心的，比如这个全景摄像头还有360度的全景雷达也增加了我们驾驶者的安全保障。【能耗】它的这个耗电量真的不高，和同级车相比之后才更感觉它的费用真的不高，百公里这个耗...
